claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight
15462,33,M,1.0,80,34965,0,1,Own,85068,10/10/2015,Saturday,Highway,1,1.0,17,Online,1,4993.269128,6.0,Large,17509.89043,black,25111.75329
15469,36,F,1.0,57,35815,1,1,Own,80006,10/24/2016,Monday,Highway,0,0.0,16,Broker,0,6727.068098000001,4.0,Medium,36739.83147,white,27597.95806
15475,40,F,1.0,62,36877,1,1,Own,15034,8/15/2015,Saturday,Parking Lot,1,1.0,67,Phone,1,2533.295961,3.0,Large,20268.95339,gray,18851.61085
15477,55,M,1.0,81,40075,0,1,Rent,80030,2/4/2016,Thursday,Parking Lot,1,1.0,51,Phone,0,5272.469857,5.0,Medium,29460.092060000003,gray,23500.65618
15482,33,M,0.0,77,34959,1,1,Rent,15001,12/10/2015,Thursday,Local,0,0.0,27,Broker,0,4770.72322,7.0,Medium,35320.55318,other,26317.42191
15485,40,F,1.0,90,36888,1,1,Own,15046,10/18/2016,Tuesday,Highway,0,0.0,81,Phone,1,6303.168098,9.0,Medium,19025.39179,red,9191.376337
15487,44,F,1.0,67,37852,1,0,Rent,50021,7/24/2016,Sunday,Highway,0,0.0,45,Phone,1,3860.640516,6.0,Medium,19677.96984,silver,30931.603110000004
15488,54,F,0.0,78,39894,0,0,Rent,85053,8/11/2015,Tuesday,Local,1,0.0,94,Phone,0,3147.079957,2.0,Large,7300.870223999999,gray,28882.59949
15489,30,F,1.0,66,34005,1,1,Own,50054,9/14/2015,Monday,Local,0,0.0,98,Phone,0,5531.909191,5.0,Large,11270.25203,black,19831.42697
15490,60,M,1.0,54,40938,1,0,Rent,50048,3/24/2016,Thursday,Parking Lot,0,0.0,100,Broker,0,3269.95629,6.0,Medium,15937.51034,red,10340.72971
15492,41,M,0.0,68,37133,1,1,Rent,85022,2/11/2015,Wednesday,Local,0,0.0,77,Online,1,4737.829942,5.0,Medium,28463.28565,gray,31021.22646
15494,57,M,1.0,89,40416,0,0,Rent,20160,3/26/2016,Saturday,Parking Lot,0,0.0,90,Phone,0,3421.487198,9.0,Compact,14790.34092,red,18424.36426
15496,35,M,1.0,61,35556,1,1,Own,20156,3/20/2015,Friday,Local,0,0.0,45,Broker,0,7290.581565,4.0,Large,9282.817012,white,9959.108538
15499,54,F,1.0,28,39878,0,0,Own,80022,4/26/2015,Sunday,Local,0,1.0,96,Broker,0,9607.481121,2.0,Medium,19335.76156,red,21887.88396
15500,50,M,1.0,91,39136,1,1,Own,20132,4/30/2016,Saturday,Parking Lot,2,0.0,31,Phone,1,9647.003715,4.0,Compact,37688.78309,other,21079.79574
15501,33,F,1.0,85,34956,0,0,Rent,50006,6/4/2016,Saturday,Parking Lot,1,0.0,2,Broker,0,4257.265151,3.0,Compact,22735.56073,white,15870.71663
15503,35,M,0.0,76,35538,1,1,Own,80105,2/8/2016,Monday,Local,4,0.0,1,Phone,1,2482.129676,6.0,Compact,16327.93791,gray,24409.0417
15505,79,M,1.0,68,43685,0,1,Rent,20144,9/8/2015,Tuesday,Highway,0,0.0,0,Phone,0,10103.80309,3.0,Compact,25187.30505,red,34987.352230000004
15506,47,F,1.0,91,38504,1,1,Own,15042,7/7/2016,Thursday,Parking Lot,0,0.0,90,Phone,1,2826.174582,3.0,Medium,50984.25514,gray,22893.1943
15507,48,F,0.0,64,38731,0,1,Own,80021,3/24/2016,Thursday,Local,1,0.0,64,Broker,1,1013.108717,4.0,Compact,29556.72557,other,7483.178315999999
15509,54,F,1.0,77,39897,1,0,Own,80016,9/4/2016,Sunday,Local,3,0.0,50,Phone,0,4725.401806,4.0,Medium,7843.013776000001,red,21473.85855
15510,62,M,1.0,84,41277,1,1,Rent,15022,9/16/2015,Wednesday,Local,0,1.0,100,Broker,0,8318.823597,4.0,Medium,18852.91114,blue,32874.482939999994
15514,60,F,1.0,76,40948,1,0,Own,85044,7/31/2016,Sunday,Local,2,0.0,100,Phone,1,4261.653789,6.0,Medium,38048.07199,black,17280.84894
15528,51,M,0.0,83,39329,1,1,Own,85055,10/20/2016,Thursday,Parking Lot,0,0.0,100,Broker,0,3652.636311,4.0,Large,14879.52469,blue,29244.88784
15530,31,M,1.0,86,34337,1,1,Own,15042,3/14/2015,Saturday,Local,0,0.0,100,Broker,1,2431.676303,2.0,Compact,31074.26159,silver,28382.60817
15531,44,M,1.0,55,37832,0,0,Rent,20148,10/4/2016,Tuesday,Highway,0,0.0,41,Broker,1,1704.4635260000002,4.0,Large,14572.17479,blue,25660.98147
15533,52,M,1.0,70,39519,1,0,Own,85073,12/22/2015,Tuesday,Parking Lot,0,1.0,48,Broker,1,6613.088997,2.0,Compact,8826.331062000001,blue,36897.67583
15534,33,F,0.0,55,34976,0,0,Own,80107,9/14/2016,Wednesday,Parking Lot,0,0.0,50,Broker,0,2712.670226,2.0,Medium,28678.74114,blue,13032.63635
15535,39,M,0.0,44,36639,0,0,Own,85004,11/3/2016,Thursday,Parking Lot,0,0.0,35,Broker,0,4490.826836,4.0,Compact,19363.61869,silver,29456.57212
15536,20,M,1.0,73,29949,1,1,Rent,15021,5/1/2015,Friday,Highway,3,0.0,66,Online,1,5352.316701,5.0,Compact,14404.82588,black,73872.86063
15537,30,F,1.0,73,34022,1,1,Rent,80024,11/22/2016,Tuesday,Highway,1,0.0,48,Phone,1,15055.60864,1.0,Large,16554.596840000002,gray,68947.15192
15538,47,F,1.0,64,38500,1,0,Own,50009,3/26/2015,Thursday,Local,0,1.0,50,Broker,1,6137.987883,8.0,Large,17409.43384,white,30828.99325
15539,45,M,1.0,48,38076,0,1,Own,20148,8/16/2016,Tuesday,Local,0,0.0,50,Broker,0,3698.33348,4.0,Medium,15512.13395,other,19570.15931
15541,32,M,1.0,91,34645,0,0,Own,50021,1/8/2016,Friday,Parking Lot,0,1.0,17,Broker,1,2382.72267,2.0,Compact,32407.668360000003,other,19802.15323
15542,22,M,1.0,86,30899,1,0,Own,15052,3/7/2015,Saturday,Local,1,0.0,1,Phone,1,3830.165296,4.0,Compact,10151.26318,blue,18833.19749
15547,39,M,1.0,55,36618,1,1,Rent,80021,11/3/2016,Thursday,Local,0,0.0,2,Broker,1,4359.417307,3.0,Medium,8554.142562,black,16524.746619999998
15551,46,M,0.0,59,38275,1,1,Own,20105,5/14/2015,Thursday,Local,0,1.0,1,Phone,1,5271.708053,7.0,Compact,18558.50079,white,36676.75939
15553,54,M,0.0,67,39900,1,1,Own,15043,4/2/2015,Thursday,Highway,2,1.0,99,Broker,1,4267.589557,5.0,Medium,7393.374186,other,29048.23692
15561,66,M,1.0,76,41901,1,0,Own,20165,4/3/2015,Friday,Parking Lot,0,0.0,95,Phone,0,3571.682087,7.0,Medium,12474.24335,gray,21916.43804
15562,54,M,1.0,59,39891,0,0,Own,20153,9/7/2016,Wednesday,Local,0,1.0,19,Broker,0,2929.764989,1.0,Compact,54828.89289,other,21602.40636
15565,37,M,1.0,85,36110,1,1,Rent,85031,6/15/2016,Wednesday,Local,1,0.0,49,Phone,1,2200.113435,5.0,Medium,50871.36723,white,23887.20052
15568,51,F,1.0,58,39320,0,1,Rent,50002,8/15/2016,Monday,Local,0,0.0,1,Broker,1,3757.570353,4.0,Medium,17670.663669999998,silver,24200.62105
15569,65,M,1.0,46,41743,1,0,Own,50056,12/8/2016,Thursday,Parking Lot,0,0.0,39,Broker,0,4487.883857,5.0,Compact,35560.78856,silver,19430.64752
15571,57,M,1.0,72,40430,1,0,Own,85038,3/30/2015,Monday,Local,0,0.0,1,Broker,0,9539.501801,4.0,Compact,15255.28584,silver,31375.53378
15580,45,F,0.0,73,38054,1,1,Own,15006,8/2/2016,Tuesday,Local,0,0.0,50,Broker,1,8762.888106999999,3.0,Medium,29930.60617,silver,14315.893069999998
15583,42,M,0.0,46,37376,1,1,Rent,20103,9/20/2015,Sunday,Parking Lot,0,0.0,35,Phone,0,3404.133342,3.0,Medium,10998.01871,white,26462.66676
15585,57,F,1.0,93,40443,1,0,Rent,20160,6/26/2016,Sunday,Highway,2,0.0,2,Broker,1,5299.357145,6.0,Medium,35675.648610000004,gray,12473.02358
15586,43,M,1.0,71,37633,1,1,Rent,15022,10/9/2016,Sunday,Local,3,0.0,5,Broker,1,6105.845895,8.0,Medium,36620.93355,red,15145.01499
15587,64,F,1.0,87,41596,0,1,Own,50002,7/18/2016,Monday,Local,0,1.0,60,Broker,1,2408.733501,3.0,Medium,36560.96513,red,22602.10814
15589,56,F,1.0,52,40250,1,0,Rent,85025,3/27/2016,Sunday,Local,1,0.0,86,Phone,1,7628.091119,3.0,Medium,16659.204680000003,red,11890.62969
15591,35,F,1.0,47,35545,0,1,Own,50002,5/5/2016,Thursday,Parking Lot,0,0.0,3,Broker,0,4324.306375,4.0,Large,24754.28093,gray,16185.62314
15593,32,M,1.0,81,34656,1,0,Rent,50052,1/13/2016,Wednesday,Parking Lot,3,0.0,87,Broker,1,3046.336758,7.0,Compact,27200.73474,black,31706.34284
15595,65,M,1.0,93,41732,0,1,Rent,15004,10/30/2016,Sunday,Highway,2,0.0,79,Broker,1,4699.92778,2.0,Large,12814.37322,white,29850.7895
15596,35,M,1.0,72,35553,0,1,Rent,20111,3/1/2015,Sunday,Local,0,0.0,76,Phone,0,5234.667682,8.0,Compact,33070.85761,silver,24383.30647
15598,42,M,1.0,94,37375,1,1,Rent,50032,8/22/2016,Monday,Parking Lot,1,0.0,1,Phone,1,7532.822942,5.0,Large,42412.99488,gray,14004.36187
15599,38,M,1.0,95,36348,1,1,Own,20129,12/6/2015,Sunday,Local,1,0.0,23,Phone,1,8476.605496,5.0,Large,16752.662640000002,blue,19797.61787
15600,40,M,1.0,57,36860,0,0,Own,20118,7/25/2016,Monday,Local,2,0.0,70,Broker,1,3075.643956,5.0,Medium,40917.74357,red,19986.59641
15602,76,M,1.0,61,43298,1,0,Own,20116,1/4/2015,Sunday,Local,5,0.0,6,Broker,1,2535.183801,2.0,Medium,26144.60611,blue,60847.64781
15603,37,M,1.0,51,36112,0,1,Own,85032,7/31/2016,Sunday,Local,0,1.0,85,Broker,1,7389.374191,3.0,Large,24699.61306,white,21817.65224
15604,54,M,0.0,83,39908,0,0,Own,15043,8/16/2016,Tuesday,Parking Lot,0,0.0,51,Broker,0,2638.127063,6.0,Compact,27104.6583,gray,8924.471879
15606,35,M,1.0,83,35564,1,1,Own,15052,2/2/2016,Tuesday,Highway,0,1.0,5,Broker,0,2228.13242,6.0,Large,30119.62176,white,22082.52894
15612,45,M,1.0,94,38062,1,0,Own,20121,4/17/2016,Sunday,Local,0,0.0,56,Broker,0,4025.6154,3.0,Large,30647.70967,other,44688.07364
15615,54,M,1.0,45,39900,1,0,Rent,85076,1/14/2015,Wednesday,Parking Lot,0,1.0,63,Phone,1,4047.638445000001,5.0,Compact,14754.7551,silver,39534.02281
15618,37,M,1.0,82,36102,0,0,Rent,15019,1/13/2016,Wednesday,Local,2,1.0,76,Phone,1,4782.534213,8.0,Compact,38076.95414,silver,41352.84911
15619,56,M,1.0,82,40258,1,1,Own,50048,12/10/2015,Thursday,Local,2,0.0,50,Broker,0,2496.087577,7.0,Large,19360.68545,other,36471.38517
15623,44,F,0.0,56,37828,1,0,Own,80016,5/18/2016,Wednesday,Parking Lot,0,0.0,97,Broker,0,3020.645192,8.0,Compact,5807.184222999999,gray,25045.3303
15624,35,M,1.0,69,35539,1,1,Rent,80011,1/4/2015,Sunday,Local,0,1.0,96,Broker,0,5206.776140999999,8.0,Medium,8161.855895000001,other,14548.957219999998
15625,28,F,1.0,69,33305,1,1,Rent,20108,3/11/2015,Wednesday,Local,0,1.0,99,Phone,0,6537.553579,6.0,Large,8921.438291,silver,10151.02148
15628,31,F,1.0,51,34338,0,1,Rent,85068,1/25/2015,Sunday,Highway,0,0.0,50,Broker,1,8174.538584999999,6.0,Medium,9749.749179,gray,14691.31052
15629,50,M,1.0,72,39139,1,0,Rent,85031,4/17/2015,Friday,Local,0,0.0,92,Phone,0,3704.06356,3.0,Large,36526.75113,other,24692.98248
15630,44,F,1.0,84,37846,1,0,Own,15042,12/16/2016,Friday,Parking Lot,1,0.0,51,Phone,1,3807.877491,8.0,Compact,20276.84831,gray,15666.14781
15633,61,F,1.0,78,41114,0,0,Own,50022,3/6/2016,Sunday,Local,3,0.0,74,Phone,1,3675.064474,4.0,Large,17834.4736,black,16748.22897
15639,32,F,0.0,81,34654,0,0,Rent,15012,6/19/2016,Sunday,Parking Lot,0,1.0,1,Online,1,3765.504933,6.0,Large,18864.47769,other,32046.3391
15641,42,M,1.0,79,37381,1,1,Own,20128,8/5/2016,Friday,Local,1,1.0,53,Phone,1,7973.057373000001,5.0,Compact,46295.39275,red,21406.29146
15645,40,F,0.0,81,36881,0,1,Own,15012,1/3/2016,Sunday,Highway,3,1.0,25,Phone,1,6224.827273,6.0,Compact,27147.21236,gray,27039.31864
15647,42,M,1.0,67,37377,1,1,Own,15046,5/23/2016,Monday,Highway,1,0.0,91,Phone,0,2974.83293,2.0,Medium,16839.97552,black,23633.211580000003
15651,53,F,1.0,73,39696,1,1,Own,85032,6/25/2015,Thursday,Local,2,0.0,94,Broker,0,3369.885179,8.0,Medium,30029.07741,other,7485.306455
15652,45,M,0.0,91,38071,0,0,Rent,85003,12/26/2016,Monday,Local,0,0.0,42,Broker,0,2768.533864,3.0,Compact,22808.81917,red,14413.45214
15656,28,M,1.0,62,33339,1,1,Rent,85068,9/27/2015,Sunday,Local,1,1.0,100,Online,1,5872.949858,3.0,Medium,10747.8375,gray,16631.74566
15657,32,F,0.0,88,34649,0,0,Rent,80020,4/12/2015,Sunday,Local,1,1.0,59,Broker,1,4390.601804,5.0,Large,19106.81756,black,25294.30427
15658,46,F,1.0,67,38284,1,0,Rent,20107,1/22/2015,Thursday,Highway,0,0.0,92,Phone,1,4290.600567,2.0,Large,40655.95855,black,12376.12773
15662,48,F,0.0,41,38703,0,1,Rent,80013,3/19/2016,Saturday,Local,2,0.0,100,Phone,1,2197.907439,7.0,Large,35374.68176,white,14914.35456
15663,37,F,1.0,58,36085,1,1,Own,80011,5/16/2015,Saturday,Local,0,0.0,40,Phone,0,1505.280289,5.0,Compact,26405.84865,other,9849.025909
15665,40,F,1.0,78,36883,1,0,Own,20135,6/18/2015,Thursday,Local,0,1.0,50,Broker,0,12136.44484,4.0,Compact,16332.70011,other,25244.15502
15666,33,M,1.0,90,34961,1,1,Own,85077,8/21/2016,Sunday,Local,0,0.0,78,Broker,1,4231.216239,2.0,Compact,32593.90504,silver,12419.76517
15667,48,M,1.0,72,38716,1,0,Rent,15045,12/28/2016,Wednesday,Highway,0,1.0,54,Broker,0,3410.19417,6.0,Large,21206.21253,black,10139.78532
15673,58,F,1.0,62,40604,1,1,Own,80011,7/9/2016,Saturday,Local,0,0.0,52,Broker,0,3341.024786,5.0,Large,17633.076530000002,red,7714.229117
15674,41,M,1.0,76,37148,0,1,Own,80002,8/27/2015,Thursday,Local,0,0.0,50,Broker,0,2491.812319,9.0,Medium,16473.921580000002,white,7713.424844
15677,46,M,1.0,78,38295,1,1,Own,20148,12/5/2016,Monday,Highway,0,0.0,95,Broker,1,3260.231602,6.0,Medium,15397.78709,white,30532.34257
15678,38,M,1.0,57,36375,1,1,Rent,50054,4/10/2015,Friday,Local,0,0.0,50,Broker,0,1678.471179,5.0,Large,50121.11369,silver,18599.60668
15679,44,M,0.0,80,37835,0,0,Rent,85023,6/21/2015,Sunday,Local,0,0.0,50,Broker,1,2927.669687,5.0,Medium,21986.81589,silver,10537.90534
15680,35,F,1.0,66,35550,1,0,Own,15038,6/17/2015,Wednesday,Local,0,0.0,51,Phone,0,8911.618690000001,2.0,Compact,32243.7993,other,29168.71885
15683,31,M,1.0,84,34350,0,1,Own,80106,10/7/2015,Wednesday,Local,0,0.0,91,Broker,0,4563.573222,3.0,Compact,45730.53119,black,19296.60531
15685,61,M,0.0,95,41116,1,0,Own,50001,9/17/2015,Thursday,Local,0,0.0,75,Phone,1,4636.141209,1.0,Large,21238.42021,white,14110.10277
15687,30,M,0.0,84,34004,1,1,Rent,50031,7/6/2016,Wednesday,Local,0,0.0,33,Online,0,3289.63672,9.0,Large,12469.68772,red,38652.56651
15691,40,F,1.0,83,36902,1,0,Rent,15053,10/20/2016,Thursday,Parking Lot,3,0.0,79,Broker,1,8814.997761,7.0,Medium,18712.7341,white,10631.66296
15695,49,M,1.0,67,38917,1,1,Own,80003,5/31/2015,Sunday,Local,0,0.0,100,Broker,0,9691.970728,4.0,Large,14766.59026,white,15609.726319999998
15700,33,F,1.0,74,34974,1,0,Own,85012,4/28/2016,Thursday,Parking Lot,0,0.0,14,Phone,0,3608.584963,8.0,Compact,8784.280592000001,red,11113.29808
15701,38,M,1.0,95,36369,0,1,Rent,85054,10/19/2016,Wednesday,Parking Lot,0,0.0,94,Phone,0,3786.612823,7.0,Medium,66777.04802999999,silver,14646.87193
15703,27,F,1.0,82,32947,1,1,Rent,20151,6/22/2015,Monday,Highway,3,1.0,59,Online,1,3952.027301,5.0,Medium,36558.457310000005,blue,10125.24343
15706,71,M,1.0,86,42624,1,0,Own,85073,3/9/2016,Wednesday,Parking Lot,0,0.0,50,Phone,1,9676.280298,2.0,Large,30656.13908,other,19046.04851
15708,28,M,0.0,85,33324,1,1,Rent,80028,2/18/2015,Wednesday,Highway,0,0.0,48,Online,0,4426.203767,4.0,Medium,11211.52187,gray,26357.489380000003
15713,42,F,0.0,82,37396,1,1,Own,85072,7/3/2015,Friday,Parking Lot,0,0.0,22,Phone,1,2944.848981,5.0,Large,16254.027369999998,other,27015.42002
15715,57,F,0.0,83,40429,1,0,Rent,80026,3/3/2015,Tuesday,Local,0,0.0,12,Broker,1,6460.336705,5.0,Compact,37334.49822,red,14848.99844
15717,38,M,1.0,92,36374,1,0,Rent,20120,10/10/2015,Saturday,Parking Lot,1,0.0,32,Phone,1,5520.971901,3.0,Large,22787.34562,white,42939.97388
15718,43,M,1.0,70,37622,1,1,Rent,50048,7/9/2016,Saturday,Local,0,0.0,0,Online,1,4077.352385,4.0,Compact,35876.28849,silver,25691.56335
15721,50,F,1.0,91,39124,1,0,Rent,85083,12/24/2015,Thursday,Local,0,0.0,39,Phone,0,5942.478440999999,3.0,Medium,19790.06469,blue,7717.133487
15722,50,F,0.0,85,39117,1,1,Own,50058,12/2/2015,Wednesday,Local,3,0.0,98,Broker,0,4071.749236,4.0,Compact,14305.69746,red,4524.334508
15728,58,M,1.0,69,40590,1,1,Rent,50058,2/23/2016,Tuesday,Local,0,0.0,59,Broker,0,2530.7231420000003,6.0,Large,9517.82102,gray,13348.20308
15731,52,F,0.0,75,39520,0,1,Rent,85076,2/28/2015,Saturday,Local,0,0.0,31,Broker,0,6007.406984,8.0,Medium,17697.910340000002,gray,19047.126480000003
15732,47,M,1.0,79,38498,1,0,Rent,15046,8/10/2016,Wednesday,Local,1,0.0,4,Phone,1,3665.995887,2.0,Large,14044.17888,other,24224.43763
15733,40,F,1.0,70,36877,1,1,Own,85012,4/8/2015,Wednesday,Highway,0,0.0,49,Phone,0,3333.646241,7.0,Large,13765.39069,gray,30454.56346
15737,41,F,1.0,60,37134,1,1,Rent,80010,11/28/2016,Monday,Local,0,0.0,7,Online,0,3582.569978,4.0,Compact,24260.85921,white,9147.088724
15740,35,M,0.0,63,35569,1,0,Own,50038,7/16/2015,Thursday,Local,0,0.0,86,Broker,0,3044.741325,6.0,Large,35547.32084,other,18628.3089
15742,37,M,0.0,52,36105,0,1,Own,85055,7/11/2016,Monday,Parking Lot,0,1.0,100,Broker,0,4206.052203,5.0,Large,16290.46857,black,35972.2573
15744,50,F,0.0,68,39116,1,1,Own,20152,2/17/2016,Wednesday,Local,0,0.0,30,Phone,0,6609.624864,5.0,Compact,16057.27215,gray,30630.6928
15748,39,M,1.0,71,36636,1,1,Own,15020,7/5/2015,Sunday,Local,0,1.0,74,Broker,0,5418.830657,4.0,Large,37207.72618,blue,16377.08632
15753,33,F,1.0,81,34958,1,0,Own,50021,2/3/2016,Wednesday,Parking Lot,0,0.0,90,Broker,0,5079.261811,4.0,Compact,28910.41503,blue,6801.633594
15755,37,F,1.0,55,36109,1,1,Own,20152,4/20/2015,Monday,Local,0,0.0,51,Broker,0,2405.579757,6.0,Large,26725.26075,black,24312.79462
15761,48,M,0.0,71,38705,0,1,Own,85078,5/17/2016,Tuesday,Local,0,0.0,0,Broker,1,5173.868415999999,6.0,Medium,29198.56764,other,25684.83494
15763,44,F,1.0,73,37829,1,0,Own,50013,10/22/2016,Saturday,Highway,0,0.0,92,Online,0,2610.787515,3.0,Medium,23141.1454,red,20625.08834
15768,42,M,1.0,91,37370,1,1,Own,85078,6/27/2016,Monday,Parking Lot,0,1.0,69,Broker,0,2191.473221,11.0,Large,14477.16032,silver,10554.29664
15770,46,F,1.0,73,38279,1,1,Own,85048,5/23/2015,Saturday,Local,0,0.0,50,Broker,0,5034.317829,1.0,Medium,27230.57399,blue,33846.35282
15771,25,F,0.0,98,32190,1,0,Rent,50002,4/3/2015,Friday,Highway,2,1.0,21,Online,1,3065.909436,2.0,Compact,16657.490690000002,gray,13533.83558
15774,45,F,0.0,62,38041,1,1,Rent,50020,3/9/2016,Wednesday,Local,0,1.0,77,Phone,1,8197.227475,3.0,Compact,16344.20464,white,6940.165051000001
15779,43,F,1.0,68,37602,0,0,Rent,85019,11/27/2015,Friday,Local,0,0.0,16,Phone,1,8313.952061,5.0,Large,40307.00436,red,19728.2333
15784,49,F,0.0,85,38912,1,1,Own,85041,9/29/2015,Tuesday,Local,1,0.0,27,Broker,1,6724.35529,4.0,Large,36656.87511,white,20419.16886
15785,31,M,1.0,67,34322,0,1,Own,50005,2/5/2016,Friday,Local,0,1.0,18,Phone,1,4586.727058,4.0,Medium,13999.01263,other,37515.267530000005
15786,40,M,1.0,88,36893,1,1,Own,20144,3/15/2016,Tuesday,Local,1,0.0,77,Broker,0,2761.725682,7.0,Large,10014.31039,white,21931.99711
15790,28,M,0.0,69,33322,1,1,Rent,85005,5/1/2016,Sunday,Parking Lot,1,0.0,73,Online,0,4346.390963,8.0,Compact,36146.72158,gray,34338.70559
15793,25,M,1.0,43,32168,1,0,Rent,50050,3/8/2015,Sunday,Local,3,1.0,63,Online,0,7102.791723,2.0,Medium,38425.51575,other,24092.35014
15794,51,F,1.0,85,39318,1,1,Own,80108,1/7/2015,Wednesday,Local,0,0.0,57,Phone,1,2978.313614,9.0,Large,15174.15786,red,6657.130753
15795,27,F,1.0,80,32963,1,1,Rent,80022,11/9/2016,Wednesday,Local,0,0.0,53,Online,0,5816.640252,8.0,Compact,9566.787461,gray,37717.77368
15797,39,M,1.0,72,36639,0,0,Own,20164,3/22/2015,Sunday,Local,0,0.0,73,Broker,0,5814.183966,9.0,Compact,17754.47566,white,8302.359229000002
15799,32,F,0.0,54,34671,1,0,Rent,15042,10/24/2016,Monday,Local,0,0.0,44,Broker,1,6840.942558,6.0,Compact,11113.87833,blue,41195.4238
15802,62,F,1.0,66,41259,1,1,Own,85032,12/26/2016,Monday,Highway,0,0.0,34,Broker,1,7203.277658,3.0,Medium,17504.121880000002,black,31486.29823
15803,25,F,1.0,70,32175,1,0,Rent,85050,8/5/2015,Wednesday,Parking Lot,4,0.0,90,Online,1,11860.07969,3.0,Large,58010.74192000001,blue,24220.59554
15804,63,F,1.0,77,41418,0,1,Own,85024,2/16/2015,Monday,Parking Lot,0,0.0,90,Phone,1,5785.022927,9.0,Medium,25424.68212,black,21403.0141
15806,42,F,1.0,62,37369,1,1,Rent,80021,12/31/2016,Saturday,Local,1,1.0,42,Broker,1,5098.1801,3.0,Compact,25941.02915,black,22373.4691
15807,35,M,1.0,67,35543,0,1,Own,50001,12/16/2016,Friday,Parking Lot,0,0.0,8,Broker,0,2252.334874,4.0,Large,18751.43111,other,14138.57127
15808,59,F,1.0,65,40787,1,1,Own,20159,12/7/2015,Monday,Local,0,0.0,50,Broker,0,7837.317695999999,5.0,Large,24481.29767,white,15010.997469999998
15809,48,F,1.0,83,38726,1,1,Own,85064,6/25/2016,Saturday,Local,0,1.0,50,Broker,1,4013.777097,6.0,Large,17871.21669,white,19186.2414
15810,28,F,0.0,60,33313,1,1,Own,20147,8/6/2015,Thursday,Local,0,0.0,2,Online,1,4777.961868,5.0,Large,34538.58062,red,22065.10726
15812,41,M,1.0,71,37120,1,1,Rent,50021,9/5/2016,Monday,Parking Lot,0,1.0,93,Broker,1,5819.754888,7.0,Large,3432.566196,red,6946.573808
15813,33,M,1.0,94,34969,1,1,Own,80040,1/19/2015,Monday,Parking Lot,0,0.0,95,Broker,0,5651.038975,8.0,Large,29197.5617,other,11675.01757
15815,55,F,1.0,16,40083,1,0,Rent,20151,10/4/2015,Sunday,Local,0,1.0,77,Broker,1,7802.232017,4.0,Compact,21172.95469,white,10449.17907
15817,22,M,1.0,63,30907,1,1,Rent,85061,3/25/2015,Wednesday,Local,0,0.0,61,Phone,1,3214.7090980000003,3.0,Compact,27725.57126,blue,20750.95643
15820,47,M,1.0,96,38484,1,1,Own,80004,9/18/2016,Sunday,Parking Lot,2,0.0,65,Online,0,6237.887511,8.0,Compact,29435.91532,silver,32531.10064
15825,49,F,1.0,93,38925,1,0,Own,50022,4/20/2015,Monday,Highway,0,0.0,24,Broker,1,6507.580605,7.0,Medium,20468.11456,white,25122.94737
15826,26,F,1.0,25,32572,1,0,Rent,80107,12/25/2016,Sunday,Local,2,0.0,8,Broker,0,6867.806293000001,4.0,Medium,11406.06397,other,16528.82318
15829,32,M,1.0,80,34664,1,1,Rent,85038,3/4/2016,Friday,Parking Lot,0,0.0,30,Broker,1,3032.023584,7.0,Large,17270.32982,gray,7171.902564
15830,42,F,1.0,84,37388,1,0,Own,80047,7/26/2015,Sunday,Local,2,0.0,76,Broker,1,3630.911445,9.0,Large,29516.24783,white,19289.64495
15836,42,M,1.0,77,37398,1,1,Own,80044,9/19/2015,Saturday,Local,0,1.0,99,Broker,1,10577.10582,3.0,Medium,35542.61265,black,11649.09805
15838,57,F,0.0,76,40420,1,0,Rent,80035,4/21/2016,Thursday,Highway,0,0.0,7,Phone,0,5863.235303,2.0,Compact,15497.73562,gray,14160.76176
15840,37,M,1.0,75,36126,0,0,Rent,85017,5/25/2015,Monday,Local,0,0.0,50,Broker,1,4834.355568999999,4.0,Large,7856.449766,gray,37415.31434
15842,43,F,1.0,72,37608,0,1,Own,15021,5/10/2015,Sunday,Highway,0,0.0,9,Phone,1,2314.62207,4.0,Compact,16062.92449,red,19970.85907
15844,41,F,0.0,73,37155,1,1,Own,80016,3/29/2016,Tuesday,Parking Lot,0,0.0,29,Broker,1,5074.926778,5.0,Compact,20687.43176,blue,29698.15517
15845,51,M,1.0,91,39301,1,1,Rent,50007,11/12/2015,Thursday,Parking Lot,0,0.0,48,Broker,0,5013.743181,7.0,Medium,18769.43629,black,27824.09
15849,40,F,1.0,96,36885,1,0,Own,20122,10/10/2016,Monday,Local,0,0.0,83,Phone,0,4791.042831000001,5.0,Large,23389.3288,other,25522.97398
15852,48,F,1.0,88,38703,1,1,Rent,15045,6/20/2016,Monday,Parking Lot,1,0.0,100,Broker,1,7578.886101999999,6.0,Large,22955.18345,white,12650.59004
15855,29,M,1.0,38,33674,0,1,Rent,85012,3/8/2016,Tuesday,Parking Lot,1,0.0,31,Online,1,12982.88726,6.0,Large,5257.8621,blue,18998.81347
15864,41,M,1.0,75,37126,0,0,Own,20106,2/10/2016,Wednesday,Local,0,0.0,54,Broker,1,13075.46268,7.0,Large,11819.54182,red,15629.27404
